entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
SVC-000009,EVT-0020151,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (11.75.182.178, 210.36.246.64, 9.189.215.186, 91.24.147.11) made 17 auth attempts against 17 distinct entity_ids within 30 min (14/17 = 82% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""11.75.182.178"", ""210.36.246.64"", ""9.189.215.186"", ""91.24.147.11""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 17, ""cluster_total_attempts"": 17, ""cluster_failed_attempts"": 14, ""cluster_failure_rate"": 0.824, ""window_minutes"": 30}"
SVC-000009,EVT-0030754,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000024,EVT-0044994,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000025,EVT-0016066,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000028,EVT-0009559,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000029,EVT-0016051,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000029,EVT-0018154,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=f6:42:de:db:ce:db) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.008 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""f6:42:de:db:ce:db"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0078, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000029,EVT-0023528,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000029,EVT-0023531,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000029,EVT-0023536,1.0,lateral_movement,"lateral_movement: accessed 3 resources outside this entity's normal set within 20 min (calendar-service -> video-conferencing -> shared-drive-marketing), escalating toward less common resources (global access frequency 0.040 -> 0.030)","{""novel_resource_chain"": [""calendar-service"", ""video-conferencing"", ""shared-drive-marketing""], ""chain_length"": 3, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0404, ""global_frequency_last"": 0.0304}"
SVC-000029,EVT-0024222,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000031,EVT-0016067,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
USR-000122,EVT-0036235,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000123,EVT-0020798,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000124,EVT-0036393,1.0,impossible_travel,"impossible_travel: geo-velocity of 5,806 km/h between Berlin, Germany and Buenos Aires, Argentina over 2.05h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 5805.9, ""distance_km"": 11909.5, ""time_delta_hours"": 2.051, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Berlin, Germany"", ""device_fingerprint_changed"": false}"
USR-000127,EVT-0007048,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000128,EVT-0024344,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000131,EVT-0032746,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000033,EVT-0045409,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000036,EVT-0008258,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000036,EVT-0021158,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000036,EVT-0032748,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000038,EVT-0009579,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000040,EVT-0008262,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000041,EVT-0008264,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000106,EVT-0038573,1.0,impossible_travel,"impossible_travel: geo-velocity of 7,731 km/h between Mexico City, Mexico and Mumbai, India over 2.02h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 7730.8, ""distance_km"": 15645.4, ""time_delta_hours"": 2.024, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Mexico City, Mexico"", ""device_fingerprint_changed"": false}"
USR-000107,EVT-0028233,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000109,EVT-0003916,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000111,EVT-0016049,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
USR-000118,EVT-0008623,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000119,EVT-0033141,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000122,EVT-0034339,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000122,EVT-0034341,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000023,EVT-0018149,1.0,impossible_travel,"impossible_travel: geo-velocity of 17,732 km/h between Vienna, Austria and Lima, Peru over 0.63h (comparing to the next event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 17732.5, ""distance_km"": 11254.3, ""time_delta_hours"": 0.635, ""compared_to_event"": ""next"", ""other_geo_location"": ""Vienna, Austria"", ""device_fingerprint_changed"": true}"
USR-000103,EVT-0010961,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000104,EVT-0014772,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000104,EVT-0016735,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000104,EVT-0018143,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000104,EVT-0024509,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=62:b3:83:37:00:18) + unusual geo_location (Vienna, Austria, outside this entity's typical set) + off-hours login (hour=23, baseline probability=0.017 < 0.03) occurring together + part of a 2-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""62:b3:83:37:00:18"", ""geo_novel_for_entity"": true, ""geo_location"": ""Vienna, Austria"", ""off_hours"": true, ""hour"": 23, ""hour_probability_in_baseline"": 0.0167, ""cluster_size_same_device_and_geo"": 2, ""cluster_window_minutes"": 15}"
SVC-000041,EVT-0008665,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000041,EVT-0009563,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000041,EVT-0016059,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000041,EVT-0018134,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=ba:f4:c4:02:13:66) + unusual geo_location (Lima, Peru, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.004 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""ba:f4:c4:02:13:66"", ""geo_novel_for_entity"": true, ""geo_location"": ""Lima, Peru"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0039, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000042,EVT-0016042,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000044,EVT-0030030,1.0,brute_force,brute_force: 29 failed auth_result attempts from source_ip=137.204.213.156 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 29, ""window_minutes"": 10, ""source_ip"": ""137.204.213.156"", ""source_ip_novel_for_entity"": true}"
SVC-000031,EVT-0018127,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=ba:f4:c4:02:13:66) + unusual geo_location (Lima, Peru, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.005 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""ba:f4:c4:02:13:66"", ""geo_novel_for_entity"": true, ""geo_location"": ""Lima, Peru"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0045, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000032,EVT-0008280,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000032,EVT-0032753,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000033,EVT-0009596,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000033,EVT-0011151,1.0,brute_force,brute_force: 8 failed auth_result attempts from source_ip=179.246.196.53 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 8, ""window_minutes"": 10, ""source_ip"": ""179.246.196.53"", ""source_ip_novel_for_entity"": true}"
SVC-000045,EVT-0008661,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000045,EVT-0009558,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000045,EVT-0009569,1.0,impossible_travel,"impossible_travel: geo-velocity of 166,399 km/h between Mumbai, India and Los Angeles, USA over 0.08h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 166399.5, ""distance_km"": 13991.2, ""time_delta_hours"": 0.084, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Mumbai, India"", ""device_fingerprint_changed"": true}"
SVC-000045,EVT-0014762,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000048,EVT-0038433,1.0,impossible_travel,"impossible_travel: geo-velocity of 10,021 km/h between Bangalore, India and Beijing, China over 0.48h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 10021.2, ""distance_km"": 4826.7, ""time_delta_hours"": 0.482, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Bangalore, India"", ""device_fingerprint_changed"": false}"
SVC-000049,EVT-0014796,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000049,EVT-0032745,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000050,EVT-0008673,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000050,EVT-0016038,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000050,EVT-0032768,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000051,EVT-0018124,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=f6:42:de:db:ce:db) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.011 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""f6:42:de:db:ce:db"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0112, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000051,EVT-0018431,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000094,EVT-0018555,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000100,EVT-0028385,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000102,EVT-0013084,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
